==============================================================================
fleetsimOSS.pl v2.00a
Command line: -offline
Run Date/Time: 2018-10-12 16:06:49
Running simulation.  Type 'Ctrl C' at anytime to end simulation.
Reading truck route info ...
Reading warehouse info...
Warehouse Name: Quidi Vidi Brewery; Lat: 47.58136; Long: -52.67638
Resetting all trucks...
[2018-10-12 16:06:49] Truck 0: 47.58136,-52.67638; Accident=0; Door=0; TempC=20.0
[2018-10-12 16:12:24] Truck 1: 47.57175,-52.72451; Accident=0; Door=1; TempC=22.3
[2018-10-12 16:12:24] Truck 2: 47.56115,-52.70914; Accident=0; Door=0; TempC=18.5
[2018-10-12 16:12:24] Truck 3: 47.59448,-52.68858; Accident=0; Door=0; TempC=18.7
[2018-10-12 16:12:29] Truck 0: 47.61063,-52.74484; Accident=0; Door=0; TempC=19.8
[2018-10-12 16:12:29] Truck 1: 47.57175,-52.72451; Accident=0; Door=1; TempC=22.4
[2018-10-12 16:12:29] Truck 2: 47.56082,-52.70946; Accident=0; Door=0; TempC=18.5
[2018-10-12 16:12:29] Truck 3: 47.59480,-52.68900; Accident=0; Door=0; TempC=18.5
[2018-10-12 16:12:34] Truck 0: 47.61014,-52.74389; Accident=0; Door=0; TempC=19.8
[2018-10-12 16:12:34] Truck 1: 47.57175,-52.72451; Accident=0; Door=1; TempC=22.5
[2018-10-12 16:12:34] Truck 2: 47.56064,-52.70958; Accident=0; Door=0; TempC=17.5
[2018-10-12 16:12:34] Truck 3: 47.59501,-52.68935; Accident=0; Door=0; TempC=18.5
[2018-10-12 16:12:39] Truck 0: 47.60994,-52.74288; Accident=0; Door=0; TempC=19.8
[2018-10-12 16:12:39] Truck 1: 47.57175,-52.72451; Accident=0; Door=1; TempC=22.6
[2018-10-12 16:12:39] Truck 2: 47.56035,-52.70967; Accident=0; Door=0; TempC=18.1
[2018-10-12 16:12:39] Truck 3: 47.59515,-52.68965; Accident=0; Door=0; TempC=18.5
[2018-10-12 16:12:44] Truck 0: 47.61038,-52.74193; Accident=0; Door=0; TempC=19.8
[2018-10-12 16:12:44] Truck 1: 47.57175,-52.72451; Accident=0; Door=1; TempC=22.7
[2018-10-12 16:12:44] Truck 2: 47.56004,-52.70982; Accident=0; Door=0; TempC=18.1
[2018-10-12 16:12:44] Truck 3: 47.59541,-52.69030; Accident=0; Door=0; TempC=18.5
[2018-10-12 16:12:49] Truck 0: 47.61285,-52.74341; Accident=0; Door=0; TempC=19.8
[2018-10-12 16:12:49] Truck 1: 47.57175,-52.72451; Accident=0; Door=0; TempC=21.9
[2018-10-12 16:12:49] Truck 2: 47.55963,-52.71002; Accident=0; Door=0; TempC=18.1
[2018-10-12 16:12:49] Truck 3: 47.59557,-52.69086; Accident=0; Door=0; TempC=18.5
[2018-10-12 16:12:54] Truck 0: 47.61311,-52.74434; Accident=0; Door=0; TempC=19.8
[2018-10-12 16:12:54] Truck 1: 47.57274,-52.72521; Accident=0; Door=0; TempC=21.9
[2018-10-12 16:12:54] Truck 2: 47.55945,-52.71018; Accident=0; Door=0; TempC=18.1
[2018-10-12 16:12:54] Truck 3: 47.59568,-52.69130; Accident=0; Door=0; TempC=18.5
[2018-10-12 16:12:59] Truck 0: 47.61287,-52.74546; Accident=0; Door=0; TempC=19.8
[2018-10-12 16:12:59] Truck 1: 47.57415,-52.72626; Accident=0; Door=0; TempC=21.9
[2018-10-12 16:12:59] Truck 2: 47.55935,-52.71028; Accident=0; Door=0; TempC=18.1
[2018-10-12 16:12:59] Truck 3: 47.59592,-52.69263; Accident=0; Door=0; TempC=18.5
[2018-10-12 16:13:04] Truck 0: 47.61116,-52.74578; Accident=1; Door=0; TempC=20.3
[2018-10-12 16:13:04] Truck 1: 47.57562,-52.72744; Accident=0; Door=0; TempC=21.2
[2018-10-12 16:13:04] Truck 2: 47.55930,-52.71037; Accident=0; Door=0; TempC=18.1
[2018-10-12 16:13:04] Truck 3: 47.59608,-52.69315; Accident=0; Door=0; TempC=18.5
[2018-10-12 16:13:09] Truck 0: 47.61116,-52.74578; Accident=1; Door=0; TempC=20.4
[2018-10-12 16:13:09] Truck 1: 47.57694,-52.72828; Accident=0; Door=0; TempC=21.2
[2018-10-12 16:13:09] Truck 2: 47.55923,-52.71053; Accident=0; Door=0; TempC=18.1
[2018-10-12 16:13:09] Truck 3: 47.59628,-52.69355; Accident=0; Door=0; TempC=18.5
[2018-10-12 16:13:14] Truck 0: 47.61116,-52.74578; Accident=1; Door=0; TempC=20.4
[2018-10-12 16:13:14] Truck 1: 47.57838,-52.72772; Accident=0; Door=0; TempC=22.1
[2018-10-12 16:13:14] Truck 2: 47.55918,-52.71079; Accident=0; Door=0; TempC=18.1
[2018-10-12 16:13:14] Truck 3: 47.59676,-52.69430; Accident=0; Door=0; TempC=18.2
[2018-10-12 16:13:19] Truck 0: 47.61116,-52.74578; Accident=1; Door=0; TempC=20.4
[2018-10-12 16:13:19] Truck 1: 47.57948,-52.72675; Accident=0; Door=0; TempC=22.1
[2018-10-12 16:13:19] Truck 2: 47.55917,-52.71110; Accident=0; Door=0; TempC=18.1
[2018-10-12 16:13:19] Truck 3: 47.59705,-52.69485; Accident=0; Door=0; TempC=18.2
[2018-10-12 16:13:24] Truck 0: 47.61116,-52.74578; Accident=1; Door=0; TempC=20.4
[2018-10-12 16:13:24] Truck 1: 47.58044,-52.72598; Accident=0; Door=0; TempC=21.6
[2018-10-12 16:13:24] Truck 2: 47.55919,-52.71134; Accident=0; Door=0; TempC=18.1
[2018-10-12 16:13:24] Truck 3: 47.59724,-52.69531; Accident=0; Door=0; TempC=18.2
[2018-10-12 16:13:29] Truck 0: 47.61116,-52.74578; Accident=1; Door=0; TempC=20.4
[2018-10-12 16:13:29] Truck 1: 47.58127,-52.72474; Accident=0; Door=0; TempC=21.9
[2018-10-12 16:13:29] Truck 2: 47.55920,-52.71166; Accident=0; Door=0; TempC=18.1
[2018-10-12 16:13:29] Truck 3: 47.59779,-52.69691; Accident=0; Door=0; TempC=18.2
[2018-10-12 16:13:34] Truck 0: 47.61116,-52.74578; Accident=1; Door=0; TempC=20.0
[2018-10-12 16:13:34] Truck 1: 47.58187,-52.72355; Accident=0; Door=0; TempC=21.9
[2018-10-12 16:13:34] Truck 2: 47.55920,-52.71179; Accident=0; Door=0; TempC=18.1
[2018-10-12 16:13:34] Truck 3: 47.59822,-52.69799; Accident=0; Door=0; TempC=18.2
[2018-10-12 16:13:39] Truck 0: 47.61116,-52.74578; Accident=1; Door=0; TempC=20.0
[2018-10-12 16:13:39] Truck 1: 47.58273,-52.72257; Accident=0; Door=0; TempC=21.9
[2018-10-12 16:13:39] Truck 2: 47.55893,-52.71180; Accident=0; Door=0; TempC=18.0
[2018-10-12 16:13:39] Truck 3: 47.59892,-52.69970; Accident=0; Door=0; TempC=18.2
[2018-10-12 16:13:44] Truck 0: 47.61116,-52.74578; Accident=1; Door=0; TempC=20.0
[2018-10-12 16:13:44] Truck 1: 47.58408,-52.72218; Accident=0; Door=0; TempC=21.9
[2018-10-12 16:13:44] Truck 2: 47.55835,-52.71183; Accident=0; Door=0; TempC=18.7
[2018-10-12 16:13:44] Truck 3: 47.59911,-52.70008; Accident=0; Door=0; TempC=18.1
[2018-10-12 16:13:49] Truck 0: 47.61116,-52.74578; Accident=1; Door=0; TempC=20.0
[2018-10-12 16:13:49] Truck 1: 47.58580,-52.72241; Accident=0; Door=0; TempC=21.9
[2018-10-12 16:13:49] Truck 2: 47.55800,-52.71180; Accident=0; Door=0; TempC=18.7
[2018-10-12 16:13:49] Truck 3: 47.59931,-52.70031; Accident=0; Door=0; TempC=18.1
[2018-10-12 16:13:54] Truck 0: 47.61116,-52.74578; Accident=1; Door=0; TempC=20.0
[2018-10-12 16:13:54] Truck 1: 47.58735,-52.72168; Accident=0; Door=0; TempC=21.9
[2018-10-12 16:13:54] Truck 2: 47.55786,-52.71182; Accident=0; Door=0; TempC=18.7
[2018-10-12 16:13:54] Truck 3: 47.59957,-52.70049; Accident=0; Door=0; TempC=18.1
[2018-10-12 16:13:59] Truck 0: 47.61116,-52.74578; Accident=1; Door=0; TempC=20.0
[2018-10-12 16:13:59] Truck 1: 47.58843,-52.72036; Accident=0; Door=0; TempC=21.9
[2018-10-12 16:13:59] Truck 2: 47.55763,-52.71191; Accident=0; Door=0; TempC=18.7
[2018-10-12 16:13:59] Truck 3: 47.59981,-52.70066; Accident=0; Door=0; TempC=18.1
[2018-10-12 16:14:04] Truck 0: 47.61116,-52.74578; Accident=0; Door=0; TempC=19.9
[2018-10-12 16:14:04] Truck 1: 47.59023,-52.71950; Accident=0; Door=0; TempC=21.9
[2018-10-12 16:14:04] Truck 2: 47.55746,-52.71200; Accident=1; Door=0; TempC=18.0
[2018-10-12 16:14:04] Truck 3: 47.60027,-52.70102; Accident=0; Door=0; TempC=18.1
[2018-10-12 16:14:09] Truck 0: 47.61176,-52.74685; Accident=0; Door=0; TempC=20.7
[2018-10-12 16:14:09] Truck 1: 47.59121,-52.71854; Accident=0; Door=0; TempC=21.9
[2018-10-12 16:14:09] Truck 2: 47.55746,-52.71200; Accident=1; Door=0; TempC=18.0
[2018-10-12 16:14:09] Truck 3: 47.60086,-52.70154; Accident=0; Door=0; TempC=18.1
[2018-10-12 16:14:14] Truck 0: 47.61255,-52.74828; Accident=0; Door=0; TempC=21.5
[2018-10-12 16:14:14] Truck 1: 47.59175,-52.71746; Accident=0; Door=0; TempC=21.9
[2018-10-12 16:14:14] Truck 2: 47.55746,-52.71200; Accident=1; Door=0; TempC=18.0
[2018-10-12 16:14:14] Truck 3: 47.60125,-52.70194; Accident=0; Door=0; TempC=18.1
[2018-10-12 16:14:19] Truck 0: 47.61287,-52.74937; Accident=0; Door=0; TempC=21.5
[2018-10-12 16:14:19] Truck 1: 47.59203,-52.71619; Accident=0; Door=0; TempC=21.9
[2018-10-12 16:14:19] Truck 2: 47.55746,-52.71200; Accident=1; Door=0; TempC=18.0
[2018-10-12 16:14:19] Truck 3: 47.60141,-52.70218; Accident=0; Door=0; TempC=18.1
[2018-10-12 16:14:24] Truck 0: 47.61262,-52.75050; Accident=0; Door=0; TempC=21.5
[2018-10-12 16:14:24] Truck 1: 47.59265,-52.71308; Accident=0; Door=0; TempC=21.9
[2018-10-12 16:14:24] Truck 2: 47.55746,-52.71200; Accident=1; Door=0; TempC=18.0
[2018-10-12 16:14:24] Truck 3: 47.60156,-52.70257; Accident=0; Door=0; TempC=19.0
[2018-10-12 16:14:29] Truck 0: 47.61137,-52.75133; Accident=0; Door=0; TempC=20.7
[2018-10-12 16:14:29] Truck 1: 47.59294,-52.71146; Accident=0; Door=0; TempC=21.9
[2018-10-12 16:14:29] Truck 2: 47.55746,-52.71200; Accident=1; Door=0; TempC=18.0
[2018-10-12 16:14:29] Truck 3: 47.60162,-52.70291; Accident=0; Door=0; TempC=19.0
[2018-10-12 16:14:34] Truck 0: 47.61017,-52.74841; Accident=0; Door=0; TempC=20.7
[2018-10-12 16:14:34] Truck 1: 47.59299,-52.70949; Accident=0; Door=0; TempC=21.9
[2018-10-12 16:14:34] Truck 2: 47.55746,-52.71200; Accident=1; Door=0; TempC=18.0
[2018-10-12 16:14:34] Truck 3: 47.60162,-52.70314; Accident=0; Door=0; TempC=19.0
[2018-10-12 16:14:39] Truck 0: 47.60990,-52.74716; Accident=0; Door=0; TempC=20.7
[2018-10-12 16:14:39] Truck 1: 47.59448,-52.70945; Accident=0; Door=0; TempC=21.9
[2018-10-12 16:14:39] Truck 2: 47.55746,-52.71200; Accident=1; Door=0; TempC=18.0
[2018-10-12 16:14:39] Truck 3: 47.60159,-52.70360; Accident=1; Door=0; TempC=19.0
[2018-10-12 16:14:44] Truck 0: 47.60956,-52.74628; Accident=0; Door=0; TempC=20.7
[2018-10-12 16:14:44] Truck 1: 47.59706,-52.71043; Accident=0; Door=0; TempC=21.9
[2018-10-12 16:14:44] Truck 2: 47.55746,-52.71200; Accident=1; Door=0; TempC=18.0
[2018-10-12 16:14:44] Truck 3: 47.60159,-52.70360; Accident=1; Door=0; TempC=19.0
[2018-10-12 16:14:49] Truck 0: 47.60890,-52.74522; Accident=0; Door=0; TempC=20.7
[2018-10-12 16:14:49] Truck 1: 47.59873,-52.71125; Accident=0; Door=0; TempC=21.9
[2018-10-12 16:14:49] Truck 2: 47.55746,-52.71200; Accident=1; Door=0; TempC=18.0
[2018-10-12 16:14:49] Truck 3: 47.60159,-52.70360; Accident=1; Door=0; TempC=19.0
[2018-10-12 16:14:54] Truck 0: 47.60792,-52.74440; Accident=0; Door=1; TempC=20.8
[2018-10-12 16:14:54] Truck 1: 47.59991,-52.71208; Accident=0; Door=0; TempC=21.9
[2018-10-12 16:14:54] Truck 2: 47.55746,-52.71200; Accident=1; Door=0; TempC=18.0
[2018-10-12 16:14:54] Truck 3: 47.60159,-52.70360; Accident=1; Door=0; TempC=19.0
[2018-10-12 16:14:59] Truck 0: 47.60792,-52.74440; Accident=0; Door=1; TempC=20.9
[2018-10-12 16:14:59] Truck 1: 47.60074,-52.71294; Accident=0; Door=0; TempC=21.9
[2018-10-12 16:14:59] Truck 2: 47.55746,-52.71200; Accident=1; Door=0; TempC=18.4
[2018-10-12 16:14:59] Truck 3: 47.60159,-52.70360; Accident=1; Door=0; TempC=18.8
[2018-10-12 16:15:04] Truck 0: 47.60792,-52.74440; Accident=0; Door=1; TempC=21.0
[2018-10-12 16:15:04] Truck 1: 47.60138,-52.71380; Accident=0; Door=0; TempC=21.1
[2018-10-12 16:15:04] Truck 2: 47.55746,-52.71200; Accident=0; Door=0; TempC=18.4
[2018-10-12 16:15:04] Truck 3: 47.60159,-52.70360; Accident=1; Door=0; TempC=18.8
[2018-10-12 16:15:09] Truck 0: 47.60792,-52.74440; Accident=0; Door=1; TempC=21.1
[2018-10-12 16:15:09] Truck 1: 47.60242,-52.71536; Accident=0; Door=0; TempC=21.1
[2018-10-12 16:15:09] Truck 2: 47.55699,-52.71224; Accident=0; Door=0; TempC=18.4
[2018-10-12 16:15:09] Truck 3: 47.60159,-52.70360; Accident=1; Door=0; TempC=18.8
[2018-10-12 16:15:14] Truck 0: 47.60792,-52.74440; Accident=0; Door=1; TempC=21.2
[2018-10-12 16:15:14] Truck 1: 47.60305,-52.71646; Accident=0; Door=0; TempC=21.1
[2018-10-12 16:15:14] Truck 2: 47.55677,-52.71238; Accident=0; Door=0; TempC=18.4
[2018-10-12 16:15:14] Truck 3: 47.60159,-52.70360; Accident=1; Door=0; TempC=18.8
[2018-10-12 16:15:19] Truck 0: 47.60792,-52.74440; Accident=0; Door=1; TempC=21.3
[2018-10-12 16:15:19] Truck 1: 47.60400,-52.71757; Accident=0; Door=0; TempC=21.1
[2018-10-12 16:15:19] Truck 2: 47.55647,-52.71264; Accident=0; Door=0; TempC=18.4
[2018-10-12 16:15:19] Truck 3: 47.60159,-52.70360; Accident=1; Door=0; TempC=18.8
[2018-10-12 16:15:24] Truck 0: 47.60792,-52.74440; Accident=0; Door=0; TempC=21.3
[2018-10-12 16:15:24] Truck 1: 47.60498,-52.71659; Accident=0; Door=0; TempC=21.1
[2018-10-12 16:15:24] Truck 2: 47.55608,-52.71298; Accident=0; Door=0; TempC=18.0
[2018-10-12 16:15:24] Truck 3: 47.60159,-52.70360; Accident=1; Door=0; TempC=18.8
[2018-10-12 16:15:29] Truck 0: 47.60603,-52.74384; Accident=0; Door=0; TempC=21.3
[2018-10-12 16:15:29] Truck 1: 47.60442,-52.71786; Accident=0; Door=1; TempC=21.2
[2018-10-12 16:15:29] Truck 2: 47.55560,-52.71336; Accident=0; Door=0; TempC=18.0
[2018-10-12 16:15:29] Truck 3: 47.60159,-52.70360; Accident=1; Door=0; TempC=18.8
[2018-10-12 16:15:34] Truck 0: 47.60471,-52.74333; Accident=0; Door=0; TempC=21.7
[2018-10-12 16:15:34] Truck 1: 47.60442,-52.71786; Accident=0; Door=1; TempC=21.3
[2018-10-12 16:15:34] Truck 2: 47.55532,-52.71353; Accident=0; Door=0; TempC=18.0
[2018-10-12 16:15:34] Truck 3: 47.60159,-52.70360; Accident=1; Door=0; TempC=18.8
[2018-10-12 16:15:39] Truck 0: 47.60370,-52.74248; Accident=0; Door=0; TempC=21.7
[2018-10-12 16:15:39] Truck 1: 47.60442,-52.71786; Accident=0; Door=1; TempC=21.4
[2018-10-12 16:15:39] Truck 2: 47.55496,-52.71374; Accident=0; Door=0; TempC=18.9
[2018-10-12 16:15:39] Truck 3: 47.60159,-52.70360; Accident=0; Door=0; TempC=18.8
[2018-10-12 16:15:44] Truck 0: 47.60291,-52.74142; Accident=0; Door=0; TempC=21.7
[2018-10-12 16:15:44] Truck 1: 47.60442,-52.71786; Accident=0; Door=1; TempC=21.5
[2018-10-12 16:15:44] Truck 2: 47.55437,-52.71404; Accident=0; Door=0; TempC=18.9
[2018-10-12 16:15:44] Truck 3: 47.60138,-52.70580; Accident=0; Door=0; TempC=18.8
[2018-10-12 16:15:49] Truck 0: 47.60226,-52.74008; Accident=0; Door=0; TempC=21.7
[2018-10-12 16:15:49] Truck 1: 47.60442,-52.71786; Accident=0; Door=1; TempC=21.6
[2018-10-12 16:15:49] Truck 2: 47.55380,-52.71439; Accident=0; Door=0; TempC=18.9
[2018-10-12 16:15:49] Truck 3: 47.60134,-52.70639; Accident=0; Door=0; TempC=18.8
[2018-10-12 16:15:54] Truck 0: 47.60191,-52.73892; Accident=0; Door=0; TempC=21.7
[2018-10-12 16:15:54] Truck 1: 47.60442,-52.71786; Accident=0; Door=0; TempC=21.6
[2018-10-12 16:15:54] Truck 2: 47.55337,-52.71473; Accident=0; Door=0; TempC=18.9
[2018-10-12 16:15:54] Truck 3: 47.60127,-52.70678; Accident=0; Door=0; TempC=18.8
[2018-10-12 16:15:59] Truck 0: 47.60155,-52.73769; Accident=0; Door=0; TempC=21.7
[2018-10-12 16:15:59] Truck 1: 47.60350,-52.71707; Accident=0; Door=0; TempC=21.1
[2018-10-12 16:15:59] Truck 2: 47.55263,-52.71554; Accident=0; Door=0; TempC=18.9
[2018-10-12 16:15:59] Truck 3: 47.60073,-52.70822; Accident=0; Door=0; TempC=18.8
[2018-10-12 16:16:04] Truck 0: 47.60092,-52.73535; Accident=0; Door=0; TempC=21.7
[2018-10-12 16:16:04] Truck 1: 47.60275,-52.71596; Accident=0; Door=0; TempC=21.1
[2018-10-12 16:16:04] Truck 2: 47.55201,-52.71628; Accident=0; Door=0; TempC=19.4
[2018-10-12 16:16:04] Truck 3: 47.60051,-52.70873; Accident=0; Door=0; TempC=18.8
[2018-10-12 16:16:09] Truck 0: 47.59993,-52.73167; Accident=0; Door=0; TempC=21.7
[2018-10-12 16:16:09] Truck 1: 47.60163,-52.71415; Accident=0; Door=0; TempC=21.1
[2018-10-12 16:16:09] Truck 2: 47.55181,-52.71644; Accident=0; Door=0; TempC=19.4
[2018-10-12 16:16:09] Truck 3: 47.60032,-52.70905; Accident=0; Door=0; TempC=18.8
[2018-10-12 16:16:14] Truck 0: 47.59932,-52.73023; Accident=0; Door=0; TempC=20.8
[2018-10-12 16:16:14] Truck 1: 47.60104,-52.71330; Accident=0; Door=0; TempC=21.1
[2018-10-12 16:16:14] Truck 2: 47.55166,-52.71665; Accident=0; Door=0; TempC=19.4
[2018-10-12 16:16:14] Truck 3: 47.60006,-52.70941; Accident=0; Door=0; TempC=18.8
[2018-10-12 16:16:19] Truck 0: 47.59839,-52.72886; Accident=0; Door=0; TempC=20.8
[2018-10-12 16:16:19] Truck 1: 47.60004,-52.71219; Accident=1; Door=0; TempC=21.1
[2018-10-12 16:16:19] Truck 2: 47.55137,-52.71705; Accident=0; Door=0; TempC=19.4
[2018-10-12 16:16:19] Truck 3: 47.59997,-52.70956; Accident=0; Door=0; TempC=18.8
[2018-10-12 16:16:24] Truck 0: 47.59721,-52.72776; Accident=0; Door=0; TempC=20.8
[2018-10-12 16:16:24] Truck 1: 47.60004,-52.71219; Accident=1; Door=0; TempC=21.1
[2018-10-12 16:16:24] Truck 2: 47.55095,-52.71757; Accident=0; Door=0; TempC=19.4
[2018-10-12 16:16:24] Truck 3: 47.59965,-52.71033; Accident=0; Door=0; TempC=18.8
[2018-10-12 16:16:29] Truck 0: 47.59566,-52.72673; Accident=0; Door=0; TempC=20.8
[2018-10-12 16:16:29] Truck 1: 47.60004,-52.71219; Accident=1; Door=0; TempC=21.1
[2018-10-12 16:16:29] Truck 2: 47.55079,-52.71773; Accident=0; Door=0; TempC=19.4
[2018-10-12 16:16:29] Truck 3: 47.59918,-52.71150; Accident=0; Door=0; TempC=18.8
[2018-10-12 16:16:34] Truck 0: 47.59586,-52.72506; Accident=0; Door=0; TempC=20.8
[2018-10-12 16:16:34] Truck 1: 47.60004,-52.71219; Accident=1; Door=0; TempC=21.1
[2018-10-12 16:16:34] Truck 2: 47.55045,-52.71801; Accident=0; Door=0; TempC=19.4
[2018-10-12 16:16:34] Truck 3: 47.59895,-52.71214; Accident=0; Door=0; TempC=18.8
[2018-10-12 16:16:39] Truck 0: 47.59656,-52.72362; Accident=0; Door=0; TempC=20.8
[2018-10-12 16:16:39] Truck 1: 47.60004,-52.71219; Accident=1; Door=0; TempC=21.1
[2018-10-12 16:16:39] Truck 2: 47.54991,-52.71841; Accident=0; Door=0; TempC=19.4
[2018-10-12 16:16:39] Truck 3: 47.59891,-52.71246; Accident=0; Door=0; TempC=18.9
[2018-10-12 16:16:44] Truck 0: 47.59722,-52.72235; Accident=0; Door=0; TempC=20.8
[2018-10-12 16:16:44] Truck 1: 47.60004,-52.71219; Accident=1; Door=0; TempC=21.1
[2018-10-12 16:16:44] Truck 2: 47.54960,-52.71868; Accident=0; Door=0; TempC=19.4
[2018-10-12 16:16:44] Truck 3: 47.59883,-52.71351; Accident=0; Door=0; TempC=18.9
[2018-10-12 16:16:49] Truck 0: 47.59743,-52.72136; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:16:49] Truck 1: 47.60004,-52.71219; Accident=1; Door=0; TempC=21.1
[2018-10-12 16:16:49] Truck 2: 47.54921,-52.71913; Accident=0; Door=0; TempC=19.4
[2018-10-12 16:16:49] Truck 3: 47.59875,-52.71403; Accident=0; Door=0; TempC=18.9
[2018-10-12 16:16:54] Truck 0: 47.59734,-52.71960; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:16:54] Truck 1: 47.60004,-52.71219; Accident=1; Door=0; TempC=21.1
[2018-10-12 16:16:54] Truck 2: 47.54891,-52.71948; Accident=0; Door=1; TempC=19.5
[2018-10-12 16:16:54] Truck 3: 47.59860,-52.71454; Accident=0; Door=0; TempC=19.7
[2018-10-12 16:16:59] Truck 0: 47.59729,-52.71863; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:16:59] Truck 1: 47.60004,-52.71219; Accident=1; Door=0; TempC=21.1
[2018-10-12 16:16:59] Truck 2: 47.54891,-52.71948; Accident=0; Door=1; TempC=19.6
[2018-10-12 16:16:59] Truck 3: 47.59772,-52.71675; Accident=0; Door=0; TempC=19.7
[2018-10-12 16:17:04] Truck 0: 47.59759,-52.71712; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:17:04] Truck 1: 47.60004,-52.71219; Accident=1; Door=0; TempC=21.1
[2018-10-12 16:17:04] Truck 2: 47.54891,-52.71948; Accident=0; Door=1; TempC=19.7
[2018-10-12 16:17:04] Truck 3: 47.59743,-52.71758; Accident=1; Door=0; TempC=19.7
[2018-10-12 16:17:09] Truck 0: 47.59855,-52.71467; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:17:09] Truck 1: 47.60004,-52.71219; Accident=1; Door=0; TempC=21.1
[2018-10-12 16:17:09] Truck 2: 47.54891,-52.71948; Accident=0; Door=1; TempC=19.8
[2018-10-12 16:17:09] Truck 3: 47.59743,-52.71758; Accident=1; Door=0; TempC=19.7
[2018-10-12 16:17:14] Truck 0: 47.59882,-52.71366; Accident=0; Door=1; TempC=20.4
[2018-10-12 16:17:14] Truck 1: 47.60004,-52.71219; Accident=1; Door=0; TempC=21.1
[2018-10-12 16:17:14] Truck 2: 47.54891,-52.71948; Accident=0; Door=1; TempC=19.9
[2018-10-12 16:17:14] Truck 3: 47.59743,-52.71758; Accident=1; Door=0; TempC=19.7
[2018-10-12 16:17:19] Truck 0: 47.59882,-52.71366; Accident=0; Door=1; TempC=20.5
[2018-10-12 16:17:19] Truck 1: 47.60004,-52.71219; Accident=0; Door=0; TempC=21.7
[2018-10-12 16:17:19] Truck 2: 47.54891,-52.71948; Accident=0; Door=1; TempC=20.0
[2018-10-12 16:17:19] Truck 3: 47.59743,-52.71758; Accident=1; Door=0; TempC=19.7
[2018-10-12 16:17:24] Truck 0: 47.59882,-52.71366; Accident=0; Door=1; TempC=20.6
[2018-10-12 16:17:24] Truck 1: 47.59896,-52.71137; Accident=0; Door=0; TempC=21.7
[2018-10-12 16:17:24] Truck 2: 47.54891,-52.71948; Accident=0; Door=0; TempC=20.0
[2018-10-12 16:17:24] Truck 3: 47.59743,-52.71758; Accident=1; Door=0; TempC=19.7
[2018-10-12 16:17:29] Truck 0: 47.59882,-52.71366; Accident=0; Door=1; TempC=20.7
[2018-10-12 16:17:29] Truck 1: 47.59745,-52.71060; Accident=0; Door=0; TempC=21.0
[2018-10-12 16:17:29] Truck 2: 47.54876,-52.71911; Accident=0; Door=0; TempC=20.0
[2018-10-12 16:17:29] Truck 3: 47.59743,-52.71758; Accident=1; Door=0; TempC=20.6
[2018-10-12 16:17:34] Truck 0: 47.59882,-52.71366; Accident=0; Door=1; TempC=20.8
[2018-10-12 16:17:34] Truck 1: 47.59490,-52.70960; Accident=0; Door=0; TempC=21.0
[2018-10-12 16:17:34] Truck 2: 47.54865,-52.71874; Accident=0; Door=0; TempC=20.0
[2018-10-12 16:17:34] Truck 3: 47.59743,-52.71758; Accident=1; Door=0; TempC=20.6
[2018-10-12 16:17:39] Truck 0: 47.59882,-52.71366; Accident=0; Door=1; TempC=20.9
[2018-10-12 16:17:39] Truck 1: 47.59328,-52.70966; Accident=0; Door=0; TempC=21.0
[2018-10-12 16:17:39] Truck 2: 47.54863,-52.71856; Accident=0; Door=0; TempC=20.0
[2018-10-12 16:17:39] Truck 3: 47.59743,-52.71758; Accident=1; Door=0; TempC=21.6
[2018-10-12 16:17:44] Truck 0: 47.59882,-52.71366; Accident=0; Door=0; TempC=20.9
[2018-10-12 16:17:44] Truck 1: 47.59302,-52.71058; Accident=0; Door=0; TempC=21.0
[2018-10-12 16:17:44] Truck 2: 47.54865,-52.71807; Accident=0; Door=0; TempC=20.0
[2018-10-12 16:17:44] Truck 3: 47.59743,-52.71758; Accident=1; Door=0; TempC=21.6
[2018-10-12 16:17:49] Truck 0: 47.59889,-52.71263; Accident=0; Door=0; TempC=21.2
[2018-10-12 16:17:49] Truck 1: 47.59274,-52.71259; Accident=0; Door=0; TempC=21.0
[2018-10-12 16:17:49] Truck 2: 47.54867,-52.71758; Accident=0; Door=0; TempC=20.0
[2018-10-12 16:17:49] Truck 3: 47.59743,-52.71758; Accident=1; Door=0; TempC=22.3
[2018-10-12 16:17:54] Truck 0: 47.59946,-52.71078; Accident=0; Door=0; TempC=21.2
[2018-10-12 16:17:55] Truck 1: 47.59235,-52.71454; Accident=0; Door=0; TempC=21.0
[2018-10-12 16:17:55] Truck 2: 47.54865,-52.71743; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:17:55] Truck 3: 47.59743,-52.71758; Accident=1; Door=0; TempC=21.7
[2018-10-12 16:18:00] Truck 0: 47.59993,-52.70963; Accident=0; Door=0; TempC=21.2
[2018-10-12 16:18:00] Truck 1: 47.59196,-52.71659; Accident=0; Door=0; TempC=20.3
[2018-10-12 16:18:00] Truck 2: 47.54859,-52.71723; Accident=0; Door=0; TempC=20.3
